Source,Target,Weight,Type
1701,1166,0.6876518086536718,undirected
1701,257,0.6923036173073438,undirected
1701,65,0.6904186219636554,undirected
1166,1462,0.6876518086536718,undirected
1166,822,0.6876518086536718,undirected
1166,58,0.6876518086536718,undirected
1166,257,0.6969554259610157,undirected
1166,763,0.6923036173073438,undirected
1166,240,0.6876518086536718,undirected
257,822,0.6876518086536718,undirected
257,319,0.6876518086536718,undirected
257,58,0.6923036173073438,undirected
257,1076,0.6923036173073438,undirected
257,763,0.6876518086536718,undirected
257,1746,0.6876518086536718,undirected
65,1462,0.6876518086536718,undirected
65,12,0.6876518086536718,undirected
65,822,0.6876518086536718,undirected
65,798,0.6841214873742503,undirected
65,58,0.6876518086536718,undirected
65,56,0.6841214873742503,undirected
65,1837,0.6841214873742503,undirected
65,304,0.6841214873742503,undirected
65,240,0.6876518086536718,undirected
65,1717,0.6865856978708929,undirected
65,1392,0.6849895687320681,undirected
65,658,0.6876518086536718,undirected
65,1186,0.6849306803240331,undirected
65,1459,0.6842529517058152,undirected
65,1971,0.6842529517058152,undirected
65,1852,0.6849306803240331,undirected
65,1200,0.6861933805534349,undirected
65,537,0.6842529517058152,undirected
371,264,0.6897447467676687,undirected
371,2187,0.6897447467676687,undirected
371,1921,0.6849306803240331,undirected
371,597,0.6842529517058152,undirected
371,377,0.6849306803240331,undirected
371,1694,0.6849306803240331,undirected
371,1971,0.6842529517058152,undirected
371,850,0.6842529517058152,undirected
371,1852,0.6849306803240331,undirected
264,806,0.6897447467676687,undirected
264,1471,0.6861933805534349,undirected
264,365,0.6861933805534349,undirected
264,1676,0.6861933805534349,undirected
2187,2073,0.6841214873742503,undirected
1921,1245,0.692823567785201,undirected
1921,783,0.6849306803240331,undirected
1921,2258,0.6842529517058152,undirected
1921,2255,0.6849306803240331,undirected
1921,993,0.6849306803240331,undirected
1921,1044,0.6841214873742503,undirected
1921,1094,0.6841214873742503,undirected
1921,1272,0.6841214873742503,undirected
377,336,0.6849306803240331,undirected
377,1643,0.6849306803240331,undirected
377,1854,0.6849306803240331,undirected
377,1836,0.6849306803240331,undirected
377,802,0.6849306803240331,undirected
377,580,0.706443372354383,undirected
377,1898,0.6849306803240331,undirected
377,1694,0.6849306803240331,undirected
377,792,0.6849306803240331,undirected
377,655,0.6849306803240331,undirected
377,567,0.6849306803240331,undirected
377,896,0.6849306803240331,undirected
377,1871,0.6849306803240331,undirected
377,1992,0.6849306803240331,undirected
377,2103,0.6849306803240331,undirected
377,85,0.6849306803240331,undirected
377,1186,0.6849306803240331,undirected
377,1852,0.6849306803240331,undirected
377,1250,0.684289617751993,undirected
1694,336,0.6849306803240331,undirected
1694,2176,0.6841487412970743,undirected
1694,1643,0.6849306803240331,undirected
1694,1854,0.6849306803240331,undirected
1694,710,0.6849306803240331,undirected
1694,1573,0.702647135570402,undirected
1694,1836,0.6849306803240331,undirected
1694,802,0.6849306803240331,undirected
1694,1982,0.6842529517058152,undirected
1694,1898,0.6849306803240331,undirected
1694,930,0.6849306803240331,undirected
1694,2022,0.6849306803240331,undirected
1694,1287,0.6849306803240331,undirected
1694,1655,0.6849306803240331,undirected
1694,792,0.6849306803240331,undirected
1694,655,0.6849306803240331,undirected
1694,567,0.6849306803240331,undirected
1694,896,0.6849306803240331,undirected
1694,1871,0.6849306803240331,undirected
1694,1992,0.6849306803240331,undirected
1694,2103,0.6849306803240331,undirected
1694,1186,0.6849306803240331,undirected
1694,1459,0.6842529517058152,undirected
1694,1852,0.6849306803240331,undirected
1694,497,0.6842529517058152,undirected
1694,537,0.6842529517058152,undirected
1694,796,0.6841487412970743,undirected
1694,1755,0.6841487412970743,undirected
1694,1074,0.6841487412970743,undirected
1694,856,0.6841487412970743,undirected
1971,467,0.6841214873742503,undirected
1971,1643,0.6842529517058152,undirected
1971,1247,0.6842529517058152,undirected
1971,710,0.6842529517058152,undirected
1971,1538,0.6842529517058152,undirected
1971,1982,0.6842529517058152,undirected
1971,1291,0.6842529517058152,undirected
1971,1139,0.6842529517058152,undirected
1971,1369,0.6842529517058152,undirected
1971,779,0.6897605408804344,undirected
1971,544,0.6842529517058152,undirected
1971,764,0.6842529517058152,undirected
1971,1186,0.6842529517058152,undirected
1971,1459,0.6842529517058152,undirected
1971,1736,0.6842529517058152,undirected
1971,1851,0.6842529517058152,undirected
1971,707,0.6842529517058152,undirected
1971,902,0.6842529517058152,undirected
1971,850,0.6842529517058152,undirected
1971,474,0.6842529517058152,undirected
1971,1502,0.6842529517058152,undirected
850,2058,0.6842529517058152,undirected
850,482,0.6842529517058152,undirected
850,965,0.6842529517058152,undirected
850,1291,0.6842529517058152,undirected
850,164,0.6842529517058152,undirected
850,1051,0.6842529517058152,undirected
850,764,0.6842529517058152,undirected
850,1610,0.6842529517058152,undirected
850,1397,0.6842529517058152,undirected
850,2018,0.6842529517058152,undirected
850,1186,0.6842529517058152,undirected
850,544,0.6842529517058152,undirected
1852,754,0.6849306803240331,undirected
1852,517,0.6849306803240331,undirected
1852,336,0.6849306803240331,undirected
1852,320,0.6849306803240331,undirected
1852,1020,0.6849306803240331,undirected
1852,985,0.6849306803240331,undirected
1852,741,0.6849306803240331,undirected
1852,1643,0.6849306803240331,undirected
1852,886,0.6849306803240331,undirected
1852,1854,0.6849306803240331,undirected
1852,563,0.6849306803240331,undirected
1852,1822,0.6849306803240331,undirected
1852,1179,0.6849306803240331,undirected
1852,710,0.6849306803240331,undirected
1852,844,0.6849306803240331,undirected
1852,1836,0.6849306803240331,undirected
1852,802,0.6849306803240331,undirected
1852,965,0.6849306803240331,undirected
1852,63,0.6849306803240331,undirected
1852,1898,0.6849306803240331,undirected
1852,209,0.6853296884785247,undirected
1852,399,0.6849306803240331,undirected
1852,147,0.6868613606480662,undirected
1852,880,0.6841487412970743,undirected
1852,2084,0.6841487412970743,undirected
1852,514,0.6849306803240331,undirected
1852,1674,0.6849306803240331,undirected
1852,1794,0.6868613606480662,undirected
1852,949,0.6849306803240331,undirected
1852,195,0.6849306803240331,undirected
1852,973,0.6849306803240331,undirected
1852,49,0.6849306803240331,undirected
1852,191,0.6841487412970743,undirected
1852,117,0.6849306803240331,undirected
1852,205,0.6849306803240331,undirected
1852,235,0.6841487412970743,undirected
1852,1057,0.6849306803240331,undirected
1852,105,0.6849895687320681,undirected
1852,1121,0.6891788971663089,undirected
1852,928,0.6849306803240331,undirected
1852,2022,0.6849306803240331,undirected
1852,533,0.6849306803240331,undirected
1852,1827,0.6849306803240331,undirected
1852,271,0.6849306803240331,undirected
1852,128,0.6841487412970743,undirected
1852,1575,0.6849306803240331,undirected
1852,1256,0.6849306803240331,undirected
1852,2114,0.6849306803240331,undirected
1852,862,0.6868613606480662,undirected
1852,2103,0.6849306803240331,undirected
1852,1775,0.6849306803240331,undirected
1852,1657,0.6849306803240331,undirected
1852,1992,0.6849306803240331,undirected
1852,1655,0.6849306803240331,undirected
1852,1287,0.6849306803240331,undirected
1852,1656,0.6849306803240331,undirected
1852,745,0.6849306803240331,undirected
1852,1736,0.6849306803240331,undirected
1852,1964,0.6849306803240331,undirected
1852,655,0.6849306803240331,undirected
1852,567,0.6849306803240331,undirected
1852,896,0.6849306803240331,undirected
1852,1871,0.6849306803240331,undirected
1852,85,0.6849306803240331,undirected
1852,930,0.6849306803240331,undirected
1852,1186,0.6887920409720993,undirected
1852,1304,0.6849306803240331,undirected
1852,1495,0.6849306803240331,undirected
1852,99,0.6842529517058152,undirected
1852,1479,0.6841487412970743,undirected
806,1080,0.6897447467676687,undirected
1471,1676,0.6861933805534349,undirected
1471,557,0.6861933805534349,undirected
1471,434,0.6861933805534349,undirected
1471,1509,0.6861933805534349,undirected
1471,470,0.6861933805534349,undirected
1471,909,0.6861933805534349,undirected
365,1309,0.6849865389366389,undirected
365,113,0.6849865389366389,undirected
365,1336,0.6849865389366389,undirected
365,1758,0.6849865389366389,undirected
365,557,0.6849865389366389,undirected
365,55,0.684289617751993,undirected
365,831,0.6859798084049582,undirected
365,1925,0.6849865389366389,undirected
365,388,0.6859798084049582,undirected
365,1969,0.6859798084049582,undirected
1676,1611,0.6892233580933143,undirected
1676,161,0.6893901016204855,undirected
1676,1509,0.6861933805534349,undirected
1676,2199,0.6861933805534349,undirected
1676,557,0.6861933805534349,undirected
1676,1229,0.6861933805534349,undirected
1676,537,0.6961439483529246,undirected
754,146,0.7779509681812142,undirected
754,1913,0.6993860775783676,undirected
754,425,0.7779509681812142,undirected
754,1836,0.6842529517058152,undirected
754,910,0.6975788213569933,undirected
754,324,0.6842529517058152,undirected
754,1887,0.6842529517058152,undirected
754,1898,0.6842529517058152,undirected
754,902,0.6842529517058152,undirected
754,362,0.6842529517058152,undirected
146,425,0.8729019363624284,undirected
146,831,0.684289617751993,undirected
1913,517,0.6842529517058152,undirected
1913,791,0.684847184309864,undirected
1913,818,0.6842529517058152,undirected
1913,2077,0.6842529517058152,undirected
1913,338,0.684847184309864,undirected
1913,362,0.6842529517058152,undirected
1836,1092,0.6912169257449254,undirected
