Source,Target,Weight,Type
1701,65,0.6904186219636554,undirected
371,264,0.6897447467676687,undirected
371,2187,0.6897447467676687,undirected
264,806,0.6897447467676687,undirected
806,1080,0.6897447467676687,undirected
754,146,0.7779509681812142,undirected
754,1913,0.6993860775783676,undirected
754,425,0.7779509681812142,undirected
146,425,0.7779509681812142,undirected
948,1251,0.6900732649158872,undirected
1251,2162,0.6897605408804344,undirected
1251,1200,0.6934997903825785,undirected
1220,1092,0.9551578346746112,undirected
1092,1436,0.6947286855059283,undirected
1092,1836,0.6912169257449254,undirected
1436,1325,0.74007912872329,undirected
1836,607,0.813,undirected
917,1413,0.6897605408804344,undirected
1413,785,0.6897605408804344,undirected
874,86,0.7036862611777763,undirected
624,1273,0.6895456610260804,undirected
624,415,0.6912169257449254,undirected
624,390,0.6895456610260804,undirected
624,255,0.6932755689879722,undirected
2154,1088,0.6905518290772777,undirected
409,1848,0.6913505225738432,undirected
1547,461,0.8078069031608888,undirected
461,40,0.690856451207288,undirected
1801,1100,0.8563333333333334,undirected
1801,1040,0.6971761417118636,undirected
1801,1454,0.6921557668402797,undirected
1454,1646,0.7223242386843742,undirected
1098,187,0.7113522834237274,undirected
1098,1589,0.6936605922883428,undirected
1589,709,0.6882780993255507,undirected
1676,161,0.6893901016204855,undirected
1676,537,0.6961439483529246,undirected
161,1904,0.6958956346207998,undirected
596,214,0.698431104170828,undirected
214,827,0.6891788971663089,undirected
321,1518,0.7061345067187976,undirected
1321,566,0.7368757252979381,undirected
1321,79,0.7263333333333333,undirected
2006,615,0.6900352307199742,undirected
2006,1746,0.7041694825803826,undirected
1746,2250,0.7007991594737699,undirected
413,43,0.813,undirected
1517,1157,0.698431104170828,undirected
1157,679,0.800147061888292,undirected
560,2234,0.6985645683913001,undirected
560,1994,0.6889115023720351,undirected
2234,271,0.691015918495699,undirected
2234,1230,0.691015918495699,undirected
2234,1197,0.6985645683913001,undirected
2234,1486,0.6985645683913001,undirected
12,2070,0.7114899012084304,undirected
76,471,0.7374299311076318,undirected
471,1260,0.8668477631085023,undirected
1854,1557,0.6943744862772826,undirected
1854,118,0.8563333333333334,undirected
1854,793,0.693017282002232,undirected
1557,1195,0.7369829458999249,undirected
118,563,0.8563333333333334,undirected
793,1527,0.693017282002232,undirected
1680,1865,0.6962142621555338,undirected
1680,679,0.693017282002232,undirected
1680,864,0.813,undirected
1680,1409,0.813,undirected
1680,722,0.813,undirected
864,722,0.7013512245860714,undirected
1245,1921,0.692823567785201,undirected
1822,745,0.7588462011471337,undirected
620,1341,0.7555056461033425,undirected
1206,972,0.7058331587014548,undirected
1206,2249,0.8737780188250228,undirected
972,2249,0.7448374824633686,undirected
1962,1753,0.6889687061962042,undirected
1505,1734,0.7043910876886974,undirected
1734,1374,0.7495692439155,undirected
1734,1718,0.8196425750826843,undirected
822,966,0.709385069377731,undirected
1995,500,0.7043910876886974,undirected
500,488,0.9753754561094761,undirected
500,1277,0.7039881471768827,undirected
836,906,0.7325757375546116,undirected
836,903,0.7328937542836522,undirected
906,903,0.7757791598244601,undirected
1998,710,0.6893901016204855,undirected
1573,1694,0.702647135570402,undirected
1573,201,0.692823567785201,undirected
1539,250,0.7572857142857143,undirected
1240,734,0.7262073848615309,undirected
460,688,0.7060631961666979,undirected
2260,1552,0.6985645683913001,undirected
233,849,0.7997055006666927,undirected
849,677,0.6928768401538583,undirected
849,402,0.6978233372299072,undirected
849,2132,0.7180164444203865,undirected
1948,269,0.6901980400208909,undirected
1845,63,0.6923913436351894,undirected
1845,1925,0.8590302760116195,undirected
488,1987,0.813,undirected
1277,1448,0.6989066254464944,undirected
1987,954,0.7039206998641407,undirected
78,944,0.6966154689098731,undirected
1029,1349,0.7230636017557588,undirected
1904,1914,0.7429441892855504,undirected
1809,2110,0.696844155374329,undirected
1659,973,0.6889115023720351,undirected
284,564,0.7035511379759443,undirected
767,1662,0.7223257908632812,undirected
1784,1395,0.7041694825803826,undirected
1784,1993,0.6887091692912316,undirected
1785,1898,0.6891788971663089,undirected
1291,408,0.6881515153773138,undirected
1906,2022,0.7505669934411199,undirected
1527,164,0.7619395696958442,undirected
1596,1495,0.7878563355855663,undirected
618,1342,0.7017327303243859,undirected
557,945,0.7002019114324842,undirected
1643,289,0.6993860775783676,undirected
2212,1086,0.8421324390381315,undirected
1086,1212,0.7041694825803826,undirected
1086,556,0.7041694825803826,undirected
58,1575,0.6898888064438186,undirected
1308,584,0.7304846218151284,undirected
584,1057,0.7304846218151284,undirected
912,1447,0.7371833868689515,undirected
828,949,0.6978233372299072,undirected
828,2161,0.6925259671288186,undirected
1509,1424,0.691015918495699,undirected
1509,2199,0.691015918495699,undirected
1509,851,0.691015918495699,undirected
558,1018,0.7543250907723866,undirected
1018,1057,0.777969243630257,undirected
1983,1950,0.7008322099540663,undirected
2044,796,0.7921931576575556,undirected
1794,317,0.6887228753343069,undirected
257,1076,0.6923036173073438,undirected
881,712,0.7410055598252729,undirected
1336,1967,0.6898896917337102,undirected
1967,32,0.6898896917337102,undirected
1448,2008,0.6989066254464944,undirected
2008,1614,0.6989066254464944,undirected
1212,2063,0.7029889027402525,undirected
805,1742,0.6891788971663089,undirected
288,791,0.6975788213569933,undirected
573,128,0.6962142621555338,undirected
242,271,0.7565272541782895,undirected
271,889,0.7302727272727272,undirected
1085,29,0.7696666666666667,undirected
29,2007,0.6929106057387251,undirected
29,1417,0.7438034203124126,undirected
449,141,0.6898896917337102,undirected
2007,1949,0.691015918495699,undirected
1417,1316,0.7036115393179798,undirected
1963,1968,0.698547401291149,undirected
251,2171,0.7180164444203865,undirected
1692,1944,0.6914126440826257,undirected
40,1943,0.698712902414576,undirected
1534,61,0.813,undirected
1534,1720,0.9430000000000001,undirected
61,1720,0.813,undirected
1837,512,1.3606557579069372,undirected
